4.565237978781091360e-02,1.000000000000000000e+00
1.339166249358820842e-03,0.000000000000000000e+00
9.226718326061658648e-02,0.000000000000000000e+00
3.063935184862695213e-02,1.000000000000000000e+00
2.457788477783144632e-02,0.000000000000000000e+00
6.806123863044752711e-03,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
9.242950193134094865e-04,0.000000000000000000e+00
1.977414408837423476e-01,1.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
9.226718326061658648e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.536024887265973804e-02,0.000000000000000000e+00
1.075552310666624389e-03,0.000000000000000000e+00
2.274647488201377715e-02,0.000000000000000000e+00
6.806123863044752711e-03,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.119447887570939291e-02,0.000000000000000000e+00
3.449630931897431502e-02,0.000000000000000000e+00
1.800943383362593186e-01,0.000000000000000000e+00
2.377429778133067773e-01,1.000000000000000000e+00
1.800943383362593186e-01,0.000000000000000000e+00
2.223701965987182755e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.951133460866244507e-01,0.000000000000000000e+00
1.800943383362593186e-01,0.000000000000000000e+00
1.844396226175931165e-03,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
1.800943383362593186e-01,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
1.833764945506521265e-03,0.000000000000000000e+00
1.800943383362593186e-01,0.000000000000000000e+00
1.075552310666624389e-03,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
6.920878879168052000e-02,0.000000000000000000e+00
2.685291952696600495e-02,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
1.319943012565189325e-02,0.000000000000000000e+00
6.183537939046188266e-03,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
2.827310310787306893e-02,0.000000000000000000e+00
2.665378258393865524e-02,0.000000000000000000e+00
8.794213882268367422e-02,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
2.223701965987182755e-02,0.000000000000000000e+00
1.695696924520164739e-01,0.000000000000000000e+00
1.671220913484705584e-02,0.000000000000000000e+00
1.075552310666624389e-03,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
1.042913437159074044e-02,0.000000000000000000e+00
2.276299317127234052e-03,0.000000000000000000e+00
1.339166249358820842e-03,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
4.934878499103737687e-03,0.000000000000000000e+00
1.889155876367320033e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.219601638102230434e-01,0.000000000000000000e+00
1.800943383362593186e-01,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
7.442431436619612040e-02,0.000000000000000000e+00
2.223701965987182755e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
9.226718326061658648e-02,0.000000000000000000e+00
9.226718326061658648e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
5.691776080755824724e-02,0.000000000000000000e+00
3.371671037997577003e-02,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
1.075552310666624389e-03,0.000000000000000000e+00
7.628987652685836895e-02,0.000000000000000000e+00
1.042913437159074044e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
2.088514153278084873e-01,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
1.013350135024494378e-02,0.000000000000000000e+00
4.778837964413343298e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.827746759741509172e-03,0.000000000000000000e+00
3.223807207079645853e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.223701965987182755e-02,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
9.226718326061658648e-02,0.000000000000000000e+00
3.266804833814527381e-02,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
2.061783703323744332e-01,1.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
4.185210706224206517e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.299697537205853959e-02,0.000000000000000000e+00
1.454227516537331122e-01,0.000000000000000000e+00
3.449630931897431502e-02,0.000000000000000000e+00
2.924432295867220033e-02,0.000000000000000000e+00
1.671220913484705584e-02,0.000000000000000000e+00
2.723411239618974203e-02,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
1.013350135024494378e-02,0.000000000000000000e+00
2.072617945218938884e-01,0.000000000000000000e+00
1.844396226175931165e-03,0.000000000000000000e+00
2.223701965987182755e-02,0.000000000000000000e+00
1.088578342353138315e-02,0.000000000000000000e+00
2.457788477783144632e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.223701965987182755e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
9.264538634752900181e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
1.827746759741509172e-03,0.000000000000000000e+00
1.833764945506521265e-03,0.000000000000000000e+00
1.671220913484705584e-02,0.000000000000000000e+00
1.319943012565189325e-02,0.000000000000000000e+00
6.806123863044752711e-03,0.000000000000000000e+00
1.943293175563859734e-02,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
9.951106695488508291e-03,0.000000000000000000e+00
1.414058190482987525e-02,0.000000000000000000e+00
1.844396226175931165e-03,0.000000000000000000e+00
2.827310310787306893e-02,0.000000000000000000e+00
1.466100416305965437e-01,0.000000000000000000e+00
1.158510936385713334e-02,0.000000000000000000e+00
1.042913437159074044e-02,0.000000000000000000e+00
2.736279843627592925e-02,0.000000000000000000e+00
8.498044243925376162e-04,0.000000000000000000e+00
2.748715634612994285e-02,0.000000000000000000e+00
1.510563645525845877e-01,0.000000000000000000e+00
1.827746759741509172e-03,0.000000000000000000e+00
1.827746759741509172e-03,0.000000000000000000e+00
2.240644807491124282e-03,0.000000000000000000e+00
